gene_symbol,chromosome,sex-bias,tissue
FAM120AOS,9,F,Peripheral_blood_mononuclear_cells
FIBCD1,9,F,Peripheral_blood_mononuclear_cells
GADD45G,9,F,Peripheral_blood_mononuclear_cells
GSN,9,F,Peripheral_blood_mononuclear_cells
KANK1,9,F,Peripheral_blood_mononuclear_cells
KIAA1161,9,F,Peripheral_blood_mononuclear_cells
KIAA1958,9,F,Peripheral_blood_mononuclear_cells
MLLT3,9,F,Peripheral_blood_mononuclear_cells
MTAP,9,F,Peripheral_blood_mononuclear_cells
OR1L6,9,F,Peripheral_blood_mononuclear_cells
ORM1,9,F,Peripheral_blood_mononuclear_cells
ORM2,9,F,Peripheral_blood_mononuclear_cells
PHYHD1,9,F,Peripheral_blood_mononuclear_cells
SEMA4D,9,F,Peripheral_blood_mononuclear_cells
SLC28A3,9,F,Peripheral_blood_mononuclear_cells
SLC31A1,9,F,Peripheral_blood_mononuclear_cells
SPATA6L,9,F,Peripheral_blood_mononuclear_cells
STOM,9,F,Peripheral_blood_mononuclear_cells
TLE4,9,F,Peripheral_blood_mononuclear_cells
TMEM2,9,F,Peripheral_blood_mononuclear_cells
TMEM245,9,F,Peripheral_blood_mononuclear_cells
TMEM38B,9,F,Peripheral_blood_mononuclear_cells
TRBV21OR9-2,9,F,Peripheral_blood_mononuclear_cells
MARCH8,10,F,Peripheral_blood_mononuclear_cells
ANKRD30A,10,F,Peripheral_blood_mononuclear_cells
ARHGAP12,10,F,Peripheral_blood_mononuclear_cells
ARID5B,10,F,Peripheral_blood_mononuclear_cells
ATRNL1,10,F,Peripheral_blood_mononuclear_cells
BICC1,10,F,Peripheral_blood_mononuclear_cells
C10orf53,10,F,Peripheral_blood_mononuclear_cells
DNMBP,10,F,Peripheral_blood_mononuclear_cells
FFAR4,10,F,Peripheral_blood_mononuclear_cells
FGFR2,10,F,Peripheral_blood_mononuclear_cells
IFIT1,10,F,Peripheral_blood_mononuclear_cells
IFIT2,10,F,Peripheral_blood_mononuclear_cells
IFIT3,10,F,Peripheral_blood_mononuclear_cells
LIPA,10,F,Peripheral_blood_mononuclear_cells
MFSD13A,10,F,Peripheral_blood_mononuclear_cells
MKX,10,F,Peripheral_blood_mononuclear_cells
NRP1,10,F,Peripheral_blood_mononuclear_cells
PAPSS2,10,F,Peripheral_blood_mononuclear_cells
PARD3,10,F,Peripheral_blood_mononuclear_cells
RHOBTB1,10,F,Peripheral_blood_mononuclear_cells
RTKN2,10,F,Peripheral_blood_mononuclear_cells
TACR2,10,F,Peripheral_blood_mononuclear_cells
TEX36,10,F,Peripheral_blood_mononuclear_cells
WNT8B,10,F,Peripheral_blood_mononuclear_cells
APBB1,11,F,Peripheral_blood_mononuclear_cells
ATG16L2,11,F,Peripheral_blood_mononuclear_cells
BACE1,11,F,Peripheral_blood_mononuclear_cells
C11orf74,11,F,Peripheral_blood_mononuclear_cells
C11orf95,11,F,Peripheral_blood_mononuclear_cells
CD3E,11,F,Peripheral_blood_mononuclear_cells
CHID1,11,F,Peripheral_blood_mononuclear_cells
CNTN5,11,F,Peripheral_blood_mononuclear_cells
CORO1B,11,F,Peripheral_blood_mononuclear_cells
DDIAS,11,F,Peripheral_blood_mononuclear_cells
EHF,11,F,Peripheral_blood_mononuclear_cells
EIF3F,11,F,Peripheral_blood_mononuclear_cells
FOLR2,11,F,Peripheral_blood_mononuclear_cells
FZD4,11,F,Peripheral_blood_mononuclear_cells
HBG1,11,F,Peripheral_blood_mononuclear_cells
HBG2,11,F,Peripheral_blood_mononuclear_cells
IFITM3,11,F,Peripheral_blood_mononuclear_cells
IRF7,11,F,Peripheral_blood_mononuclear_cells
LGR4,11,F,Peripheral_blood_mononuclear_cells
MMP1,11,F,Peripheral_blood_mononuclear_cells
MS4A4A,11,F,Peripheral_blood_mononuclear_cells
MUC5AC,11,F,Peripheral_blood_mononuclear_cells
MYEOV,11,F,Peripheral_blood_mononuclear_cells
OR10A2,11,F,Peripheral_blood_mononuclear_cells
OR2AG2,11,F,Peripheral_blood_mononuclear_cells
OR2D2,11,F,Peripheral_blood_mononuclear_cells
OR52E5,11,F,Peripheral_blood_mononuclear_cells
OR56A3,11,F,Peripheral_blood_mononuclear_cells
OR56A4,11,F,Peripheral_blood_mononuclear_cells
OR5M10,11,F,Peripheral_blood_mononuclear_cells
OR5M11,11,F,Peripheral_blood_mononuclear_cells
PC,11,F,Peripheral_blood_mononuclear_cells
PGA3,11,F,Peripheral_blood_mononuclear_cells
PGA4,11,F,Peripheral_blood_mononuclear_cells
PGA5,11,F,Peripheral_blood_mononuclear_cells
PKNOX2,11,F,Peripheral_blood_mononuclear_cells
RASGRP2,11,F,Peripheral_blood_mononuclear_cells
RBM14,11,F,Peripheral_blood_mononuclear_cells
RNF169,11,F,Peripheral_blood_mononuclear_cells
RTN4RL2,11,F,Peripheral_blood_mononuclear_cells
SCGB2A1,11,F,Peripheral_blood_mononuclear_cells
SMPD1,11,F,Peripheral_blood_mononuclear_cells
SYTL2,11,F,Peripheral_blood_mononuclear_cells
TEX12,11,F,Peripheral_blood_mononuclear_cells
TMEM134,11,F,Peripheral_blood_mononuclear_cells
TMEM45B,11,F,Peripheral_blood_mononuclear_cells
TMEM86A,11,F,Peripheral_blood_mononuclear_cells
UNC93B1,11,F,Peripheral_blood_mononuclear_cells
UNC93B6,11,F,Peripheral_blood_mononuclear_cells
UPK2,11,F,Peripheral_blood_mononuclear_cells
ZBTB16,11,F,Peripheral_blood_mononuclear_cells
ZNF215,11,F,Peripheral_blood_mononuclear_cells
ACRBP,12,F,Peripheral_blood_mononuclear_cells
ACVRL1,12,F,Peripheral_blood_mononuclear_cells
AICDA,12,F,Peripheral_blood_mononuclear_cells
ARHGAP9,12,F,Peripheral_blood_mononuclear_cells
ASIC1,12,F,Peripheral_blood_mononuclear_cells
AVIL,12,F,Peripheral_blood_mononuclear_cells
C12orf42,12,F,Peripheral_blood_mononuclear_cells
CACNB3,12,F,Peripheral_blood_mononuclear_cells
CD163,12,F,Peripheral_blood_mononuclear_cells
CDK2,12,F,Peripheral_blood_mononuclear_cells
CLEC4E,12,F,Peripheral_blood_mononuclear_cells
CSAD,12,F,Peripheral_blood_mononuclear_cells
FAIM2,12,F,Peripheral_blood_mononuclear_cells
FGD6,12,F,Peripheral_blood_mononuclear_cells
GLT8D2,12,F,Peripheral_blood_mononuclear_cells
KCNH3,12,F,Peripheral_blood_mononuclear_cells
LUM,12,F,Peripheral_blood_mononuclear_cells
MFAP5,12,F,Peripheral_blood_mononuclear_cells
MMP19,12,F,Peripheral_blood_mononuclear_cells
NAV3,12,F,Peripheral_blood_mononuclear_cells
NCOR2,12,F,Peripheral_blood_mononuclear_cells
OAS1,12,F,Peripheral_blood_mononuclear_cells
OAS3,12,F,Peripheral_blood_mononuclear_cells
OASL,12,F,Peripheral_blood_mononuclear_cells
PCED1B,12,F,Peripheral_blood_mononuclear_cells
PDE3A,12,F,Peripheral_blood_mononuclear_cells
PDZRN4,12,F,Peripheral_blood_mononuclear_cells
PITPNM2,12,F,Peripheral_blood_mononuclear_cells
SCN8A,12,F,Peripheral_blood_mononuclear_cells
SETD1B,12,F,Peripheral_blood_mononuclear_cells
SLC2A13,12,F,Peripheral_blood_mononuclear_cells
SOCS2,12,F,Peripheral_blood_mononuclear_cells
SSPN,12,F,Peripheral_blood_mononuclear_cells
TPCN1,12,F,Peripheral_blood_mononuclear_cells
TWF1,12,F,Peripheral_blood_mononuclear_cells
CYSTM1,13,F,Peripheral_blood_mononuclear_cells
DACH1,13,F,Peripheral_blood_mononuclear_cells
EDNRB,13,F,Peripheral_blood_mononuclear_cells
FLT1,13,F,Peripheral_blood_mononuclear_cells
ITGBL1,13,F,Peripheral_blood_mononuclear_cells
KCTD4,13,F,Peripheral_blood_mononuclear_cells
KLHL1,13,F,Peripheral_blood_mononuclear_cells
NBEA,13,F,Peripheral_blood_mononuclear_cells
PCCA,13,F,Peripheral_blood_mononuclear_cells
POU4F1,13,F,Peripheral_blood_mononuclear_cells
RGCC,13,F,Peripheral_blood_mononuclear_cells
TBC1D4,13,F,Peripheral_blood_mononuclear_cells
TMEM255B,13,F,Peripheral_blood_mononuclear_cells
ANKRD9,14,F,Peripheral_blood_mononuclear_cells
DACT1,14,F,Peripheral_blood_mononuclear_cells
DPF3,14,F,Peripheral_blood_mononuclear_cells
DYNC1H1,14,F,Peripheral_blood_mononuclear_cells
FRMD6,14,F,Peripheral_blood_mononuclear_cells
GALC,14,F,Peripheral_blood_mononuclear_cells
GALNT16,14,F,Peripheral_blood_mononuclear_cells
GPX2,14,F,Peripheral_blood_mononuclear_cells
IGHG1,14,F,Peripheral_blood_mononuclear_cells
LGALS3,14,F,Peripheral_blood_mononuclear_cells
LGMN,14,F,Peripheral_blood_mononuclear_cells
NOVA1,14,F,Peripheral_blood_mononuclear_cells
NPAS3,14,F,Peripheral_blood_mononuclear_cells
PELI2,14,F,Peripheral_blood_mononuclear_cells
RNASE3,14,F,Peripheral_blood_mononuclear_cells
RPS6KL1,14,F,Peripheral_blood_mononuclear_cells
SERPINA10,14,F,Peripheral_blood_mononuclear_cells
SGPP1,14,F,Peripheral_blood_mononuclear_cells
SLC39A9,14,F,Peripheral_blood_mononuclear_cells
SLC7A8,14,F,Peripheral_blood_mononuclear_cells
ZNF839,14,F,Peripheral_blood_mononuclear_cells
ANPEP,15,F,Peripheral_blood_mononuclear_cells
BMF,15,F,Peripheral_blood_mononuclear_cells
FAM189A1,15,F,Peripheral_blood_mononuclear_cells
FSD2,15,F,Peripheral_blood_mononuclear_cells
GCOM1,15,F,Peripheral_blood_mononuclear_cells
HYKK,15,F,Peripheral_blood_mononuclear_cells
JMJD7-PLA2G4B,15,F,Peripheral_blood_mononuclear_cells
MAN2C1,15,F,Peripheral_blood_mononuclear_cells
NEDD4,15,F,Peripheral_blood_mononuclear_cells
NR2E3,15,F,Peripheral_blood_mononuclear_cells
NR2F2,15,F,Peripheral_blood_mononuclear_cells
PCSK6,15,F,Peripheral_blood_mononuclear_cells
RGMA,15,F,Peripheral_blood_mononuclear_cells
STARD9,15,F,Peripheral_blood_mononuclear_cells
TMOD2,15,F,Peripheral_blood_mononuclear_cells
TRPM1,15,F,Peripheral_blood_mononuclear_cells
UACA,15,F,Peripheral_blood_mononuclear_cells
ADCY9,16,F,Peripheral_blood_mononuclear_cells
ADGRG5,16,F,Peripheral_blood_mononuclear_cells
BANP,16,F,Peripheral_blood_mononuclear_cells
CARHSP1,16,F,Peripheral_blood_mononuclear_cells
CDH1,16,F,Peripheral_blood_mononuclear_cells
CMTM1,16,F,Peripheral_blood_mononuclear_cells
CPNE2,16,F,Peripheral_blood_mononuclear_cells
DNASE1,16,F,Peripheral_blood_mononuclear_cells
DOK4,16,F,Peripheral_blood_mononuclear_cells
EMP2,16,F,Peripheral_blood_mononuclear_cells
ITGAX,16,F,Peripheral_blood_mononuclear_cells
KATNB1,16,F,Peripheral_blood_mononuclear_cells
KDM8,16,F,Peripheral_blood_mononuclear_cells
MT1F,16,F,Peripheral_blood_mononuclear_cells
MT1M,16,F,Peripheral_blood_mononuclear_cells
MT2A,16,F,Peripheral_blood_mononuclear_cells
MYH11,16,F,Peripheral_blood_mononuclear_cells
PMFBP1,16,F,Peripheral_blood_mononuclear_cells
SALL1,16,F,Peripheral_blood_mononuclear_cells
SLC38A7,16,F,Peripheral_blood_mononuclear_cells
SOCS1,16,F,Peripheral_blood_mononuclear_cells
TPPP3,16,F,Peripheral_blood_mononuclear_cells
TPSB2,16,F,Peripheral_blood_mononuclear_cells
TSR3,16,F,Peripheral_blood_mononuclear_cells
ZFHX3,16,F,Peripheral_blood_mononuclear_cells
ZG16B,16,F,Peripheral_blood_mononuclear_cells
ZNF646,16,F,Peripheral_blood_mononuclear_cells
APOH,17,F,Peripheral_blood_mononuclear_cells
ATP6V0A1,17,F,Peripheral_blood_mononuclear_cells
AXIN2,17,F,Peripheral_blood_mononuclear_cells
B9D1,17,F,Peripheral_blood_mononuclear_cells
BAIAP2,17,F,Peripheral_blood_mononuclear_cells
C17orf98,17,F,Peripheral_blood_mononuclear_cells
CCDC57,17,F,Peripheral_blood_mononuclear_cells
CCL8,17,F,Peripheral_blood_mononuclear_cells
CCR7,17,F,Peripheral_blood_mononuclear_cells
CD300E,17,F,Peripheral_blood_mononuclear_cells
CEP112,17,F,Peripheral_blood_mononuclear_cells
CFAP52,17,F,Peripheral_blood_mononuclear_cells
CSHL1,17,F,Peripheral_blood_mononuclear_cells
CSNK1D,17,F,Peripheral_blood_mononuclear_cells
CTC1,17,F,Peripheral_blood_mononuclear_cells
CUEDC1,17,F,Peripheral_blood_mononuclear_cells
DCXR,17,F,Peripheral_blood_mononuclear_cells
EPN2,17,F,Peripheral_blood_mononuclear_cells
FSCN2,17,F,Peripheral_blood_mononuclear_cells
GH2,17,F,Peripheral_blood_mononuclear_cells
GIP,17,F,Peripheral_blood_mononuclear_cells
GRB7,17,F,Peripheral_blood_mononuclear_cells
KCNJ12,17,F,Peripheral_blood_mononuclear_cells
KRT12,17,F,Peripheral_blood_mononuclear_cells
KRT13,17,F,Peripheral_blood_mononuclear_cells
KRT222,17,F,Peripheral_blood_mononuclear_cells
KRT23,17,F,Peripheral_blood_mononuclear_cells
KRTAP9-9,17,F,Peripheral_blood_mononuclear_cells
LRRC37A2,17,F,Peripheral_blood_mononuclear_cells
MINK1,17,F,Peripheral_blood_mononuclear_cells
MMP28,17,F,Peripheral_blood_mononuclear_cells
PECAM1,17,F,Peripheral_blood_mononuclear_cells
PITPNC1,17,F,Peripheral_blood_mononuclear_cells
PMP22,17,F,Peripheral_blood_mononuclear_cells
RTN4RL1,17,F,Peripheral_blood_mononuclear_cells
SLC26A11,17,F,Peripheral_blood_mononuclear_cells
SLC43A2,17,F,Peripheral_blood_mononuclear_cells
TEX14,17,F,Peripheral_blood_mononuclear_cells
TOM1L2,17,F,Peripheral_blood_mononuclear_cells
UBALD2,17,F,Peripheral_blood_mononuclear_cells
CCDC102B,18,F,Peripheral_blood_mononuclear_cells
CTDP1,18,F,Peripheral_blood_mononuclear_cells
DLGAP1,18,F,Peripheral_blood_mononuclear_cells
DSEL,18,F,Peripheral_blood_mononuclear_cells
GNAL,18,F,Peripheral_blood_mononuclear_cells
MAPRE2,18,F,Peripheral_blood_mononuclear_cells
PHLPP1,18,F,Peripheral_blood_mononuclear_cells
PTPRM,18,F,Peripheral_blood_mononuclear_cells
SERPINB4,18,F,Peripheral_blood_mononuclear_cells
SOCS6,18,F,Peripheral_blood_mononuclear_cells
ZNF521,18,F,Peripheral_blood_mononuclear_cells
ABCA7,19,F,Peripheral_blood_mononuclear_cells
ADAMTS10,19,F,Peripheral_blood_mononuclear_cells
ADAMTSL5,19,F,Peripheral_blood_mononuclear_cells
ADGRE3,19,F,Peripheral_blood_mononuclear_cells
ATP1A3,19,F,Peripheral_blood_mononuclear_cells
ATP8B3,19,F,Peripheral_blood_mononuclear_cells
C19orf44,19,F,Peripheral_blood_mononuclear_cells
CC2D1A,19,F,Peripheral_blood_mononuclear_cells
CD209,19,F,Peripheral_blood_mononuclear_cells
CEACAM1,19,F,Peripheral_blood_mononuclear_cells
CYP2B6,19,F,Peripheral_blood_mononuclear_cells
DMWD,19,F,Peripheral_blood_mononuclear_cells
FCGBP,19,F,Peripheral_blood_mononuclear_cells
HCST,19,F,Peripheral_blood_mononuclear_cells
IL4I1,19,F,Peripheral_blood_mononuclear_cells
ISYNA1,19,F,Peripheral_blood_mononuclear_cells
KCNK6,19,F,Peripheral_blood_mononuclear_cells
KLK12,19,F,Peripheral_blood_mononuclear_cells
LAIR1,19,F,Peripheral_blood_mononuclear_cells
LIG1,19,F,Peripheral_blood_mononuclear_cells
NFIX,19,F,Peripheral_blood_mononuclear_cells
NLRP2,19,F,Peripheral_blood_mononuclear_cells
NOSIP,19,F,Peripheral_blood_mononuclear_cells
NUP62,19,F,Peripheral_blood_mononuclear_cells
OR7A5,19,F,Peripheral_blood_mononuclear_cells
OR7C2,19,F,Peripheral_blood_mononuclear_cells
PLPPR3,19,F,Peripheral_blood_mononuclear_cells
PTGIR,19,F,Peripheral_blood_mononuclear_cells
RFX2,19,F,Peripheral_blood_mononuclear_cells
RRAS,19,F,Peripheral_blood_mononuclear_cells
SAE1,19,F,Peripheral_blood_mononuclear_cells
SIGLEC11,19,F,Peripheral_blood_mononuclear_cells
SIGLEC8,19,F,Peripheral_blood_mononuclear_cells
SPPL2B,19,F,Peripheral_blood_mononuclear_cells
TDRD12,19,F,Peripheral_blood_mononuclear_cells
TECR,19,F,Peripheral_blood_mononuclear_cells
TIMM13,19,F,Peripheral_blood_mononuclear_cells
TLE2,19,F,Peripheral_blood_mononuclear_cells
TMEM143,19,F,Peripheral_blood_mononuclear_cells
TMEM38A,19,F,Peripheral_blood_mononuclear_cells
TNNT1,19,F,Peripheral_blood_mononuclear_cells
ZFR2,19,F,Peripheral_blood_mononuclear_cells
ZNF155,19,F,Peripheral_blood_mononuclear_cells
ZNF229,19,F,Peripheral_blood_mononuclear_cells
ZNF404,19,F,Peripheral_blood_mononuclear_cells
ZNF780B,19,F,Peripheral_blood_mononuclear_cells
ABHD12,20,F,Peripheral_blood_mononuclear_cells
DBNDD2,20,F,Peripheral_blood_mononuclear_cells
EPB41L1,20,F,Peripheral_blood_mononuclear_cells
GATA5,20,F,Peripheral_blood_mononuclear_cells
GFRA4,20,F,Peripheral_blood_mononuclear_cells
ISM1,20,F,Peripheral_blood_mononuclear_cells
MROH8,20,F,Peripheral_blood_mononuclear_cells
PCED1A,20,F,Peripheral_blood_mononuclear_cells
PCIF1,20,F,Peripheral_blood_mononuclear_cells
RTFDC1,20,F,Peripheral_blood_mononuclear_cells
SEL1L2,20,F,Peripheral_blood_mononuclear_cells
SEMG1,20,F,Peripheral_blood_mononuclear_cells
SLC24A3,20,F,Peripheral_blood_mononuclear_cells
SUN5,20,F,Peripheral_blood_mononuclear_cells
C2CD2,21,F,Peripheral_blood_mononuclear_cells
CLDN14,21,F,Peripheral_blood_mononuclear_cells
CXADR,21,F,Peripheral_blood_mononuclear_cells
KRTAP15-1,21,F,Peripheral_blood_mononuclear_cells
OLIG1,21,F,Peripheral_blood_mononuclear_cells
PLAC4,21,F,Peripheral_blood_mononuclear_cells
PRDM15,21,F,Peripheral_blood_mononuclear_cells
TIAM1,21,F,Peripheral_blood_mononuclear_cells
AIFM3,22,F,Peripheral_blood_mononuclear_cells
POLR2F,22,F,Peripheral_blood_mononuclear_cells
PVALB,22,F,Peripheral_blood_mononuclear_cells
SEC14L3,22,F,Peripheral_blood_mononuclear_cells
SMTN,22,F,Peripheral_blood_mononuclear_cells
TCF20,22,F,Peripheral_blood_mononuclear_cells
XBP1,22,F,Peripheral_blood_mononuclear_cells
ZC3H7B,22,F,Peripheral_blood_mononuclear_cells
SEPT6,X,F,Peripheral_blood_mononuclear_cells
ACE2,X,F,Peripheral_blood_mononuclear_cells
ACRC,X,F,Peripheral_blood_mononuclear_cells
ADGRG4,X,F,Peripheral_blood_mononuclear_cells
AGTR2,X,F,Peripheral_blood_mononuclear_cells
AKAP4,X,F,Peripheral_blood_mononuclear_cells
ALG13,X,F,Peripheral_blood_mononuclear_cells
AMOT,X,F,Peripheral_blood_mononuclear_cells
ARHGAP6,X,F,Peripheral_blood_mononuclear_cells
ARL13A,X,F,Peripheral_blood_mononuclear_cells
ARSD,X,F,Peripheral_blood_mononuclear_cells
ATP11C,X,F,Peripheral_blood_mononuclear_cells
ATP2B3,X,F,Peripheral_blood_mononuclear_cells
AVPR2,X,F,Peripheral_blood_mononuclear_cells
AWAT2,X,F,Peripheral_blood_mononuclear_cells
BEND2,X,F,Peripheral_blood_mononuclear_cells
CA5B,X,F,Peripheral_blood_mononuclear_cells
CAPN6,X,F,Peripheral_blood_mononuclear_cells
CDK16,X,F,Peripheral_blood_mononuclear_cells
CDR1,X,F,Peripheral_blood_mononuclear_cells
CDX4,X,F,Peripheral_blood_mononuclear_cells
CFAP47,X,F,Peripheral_blood_mononuclear_cells
CNGA2,X,F,Peripheral_blood_mononuclear_cells
CSAG2,X,F,Peripheral_blood_mononuclear_cells
CT45A1,X,F,Peripheral_blood_mononuclear_cells
CT45A2,X,F,Peripheral_blood_mononuclear_cells
CT45A3,X,F,Peripheral_blood_mononuclear_cells
CT45A5,X,F,Peripheral_blood_mononuclear_cells
CT45A6,X,F,Peripheral_blood_mononuclear_cells
CXorf36,X,F,Peripheral_blood_mononuclear_cells
CXorf38,X,F,Peripheral_blood_mononuclear_cells
DCAF12L1,X,F,Peripheral_blood_mononuclear_cells
DCX,X,F,Peripheral_blood_mononuclear_cells
DDX3X,X,F,Peripheral_blood_mononuclear_cells
DGAT2L6,X,F,Peripheral_blood_mononuclear_cells
DIAPH2,X,F,Peripheral_blood_mononuclear_cells
DMD,X,F,Peripheral_blood_mononuclear_cells
DUSP21,X,F,Peripheral_blood_mononuclear_cells
EIF1AX,X,F,Peripheral_blood_mononuclear_cells
EIF2S3,X,F,Peripheral_blood_mononuclear_cells
ERCC6L,X,F,Peripheral_blood_mononuclear_cells
FAM133A,X,F,Peripheral_blood_mononuclear_cells
FRMPD4,X,F,Peripheral_blood_mononuclear_cells
FUNDC1,X,F,Peripheral_blood_mononuclear_cells
GABRA3,X,F,Peripheral_blood_mononuclear_cells
GAGE12B,X,F,Peripheral_blood_mononuclear_cells
GAGE12G,X,F,Peripheral_blood_mononuclear_cells
GAGE12J,X,F,Peripheral_blood_mononuclear_cells
GK,X,F,Peripheral_blood_mononuclear_cells
GPR119,X,F,Peripheral_blood_mononuclear_cells
GPR173,X,F,Peripheral_blood_mononuclear_cells
GPR50,X,F,Peripheral_blood_mononuclear_cells
GPR82,X,F,Peripheral_blood_mononuclear_cells
HCFC1,X,F,Peripheral_blood_mononuclear_cells
HEPH,X,F,Peripheral_blood_mononuclear_cells
HSD17B10,X,F,Peripheral_blood_mononuclear_cells
IGSF1,X,F,Peripheral_blood_mononuclear_cells
IL13RA2,X,F,Peripheral_blood_mononuclear_cells
IL1RAPL1,X,F,Peripheral_blood_mononuclear_cells
IQSEC2,X,F,Peripheral_blood_mononuclear_cells
ITM2A,X,F,Peripheral_blood_mononuclear_cells
KDM5C,X,F,Peripheral_blood_mononuclear_cells
KDM6A,X,F,Peripheral_blood_mononuclear_cells
KLHL13,X,F,Peripheral_blood_mononuclear_cells
LHFPL1,X,F,Peripheral_blood_mononuclear_cells
LPAR4,X,F,Peripheral_blood_mononuclear_cells
LRCH2,X,F,Peripheral_blood_mononuclear_cells
MAGEA1,X,F,Peripheral_blood_mononuclear_cells
MAGEA9,X,F,Peripheral_blood_mononuclear_cells
MAGEB16,X,F,Peripheral_blood_mononuclear_cells
MAGEB18,X,F,Peripheral_blood_mononuclear_cells
MAGEB3,X,F,Peripheral_blood_mononuclear_cells
MAP7D2,X,F,Peripheral_blood_mononuclear_cells
MCF2,X,F,Peripheral_blood_mononuclear_cells
MED12,X,F,Peripheral_blood_mononuclear_cells
MED14,X,F,Peripheral_blood_mononuclear_cells
NCBP2L,X,F,Peripheral_blood_mononuclear_cells
NKRF,X,F,Peripheral_blood_mononuclear_cells
NOX1,X,F,Peripheral_blood_mononuclear_cells
NUDT10,X,F,Peripheral_blood_mononuclear_cells
NUDT11,X,F,Peripheral_blood_mononuclear_cells
NUP62CL,X,F,Peripheral_blood_mononuclear_cells
NXF2,X,F,Peripheral_blood_mononuclear_cells
NXF2B,X,F,Peripheral_blood_mononuclear_cells
OPHN1,X,F,Peripheral_blood_mononuclear_cells
OPN1LW,X,F,Peripheral_blood_mononuclear_cells
OPN1MW,X,F,Peripheral_blood_mononuclear_cells
OPN1MW2,X,F,Peripheral_blood_mononuclear_cells
OR13H1,X,F,Peripheral_blood_mononuclear_cells
PAGE2B,X,F,Peripheral_blood_mononuclear_cells
PAGE5,X,F,Peripheral_blood_mononuclear_cells
PNPLA4,X,F,Peripheral_blood_mononuclear_cells
POF1B,X,F,Peripheral_blood_mononuclear_cells
PPEF1,X,F,Peripheral_blood_mononuclear_cells
PPP1R3F,X,F,Peripheral_blood_mononuclear_cells
PRKX,X,F,Peripheral_blood_mononuclear_cells
PRRG1,X,F,Peripheral_blood_mononuclear_cells
PUDP,X,F,Peripheral_blood_mononuclear_cells
RAB41,X,F,Peripheral_blood_mononuclear_cells
REPS2,X,F,Peripheral_blood_mononuclear_cells
RGAG1,X,F,Peripheral_blood_mononuclear_cells
RGN,X,F,Peripheral_blood_mononuclear_cells
RIBC1,X,F,Peripheral_blood_mononuclear_cells
RNF128,X,F,Peripheral_blood_mononuclear_cells
RPS4X,X,F,Peripheral_blood_mononuclear_cells
SAGE1,X,F,Peripheral_blood_mononuclear_cells
SERPINA7,X,F,Peripheral_blood_mononuclear_cells
SLC6A14,X,F,Peripheral_blood_mononuclear_cells
SMC1A,X,F,Peripheral_blood_mononuclear_cells
SPACA5,X,F,Peripheral_blood_mononuclear_cells
SSX2,X,F,Peripheral_blood_mononuclear_cells
SSX3,X,F,Peripheral_blood_mononuclear_cells
SSX4,X,F,Peripheral_blood_mononuclear_cells
SSX7,X,F,Peripheral_blood_mononuclear_cells
STS,X,F,Peripheral_blood_mononuclear_cells
SYAP1,X,F,Peripheral_blood_mononuclear_cells
TBL1X,X,F,Peripheral_blood_mononuclear_cells
TBX22,X,F,Peripheral_blood_mononuclear_cells
TCEAL7,X,F,Peripheral_blood_mononuclear_cells
TENM1,X,F,Peripheral_blood_mononuclear_cells
TEX28,X,F,Peripheral_blood_mononuclear_cells
TMEM164,X,F,Peripheral_blood_mononuclear_cells
TMEM27,X,F,Peripheral_blood_mononuclear_cells
TMEM31,X,F,Peripheral_blood_mononuclear_cells
TMEM35,X,F,Peripheral_blood_mononuclear_cells
TRPC5,X,F,Peripheral_blood_mononuclear_cells
TSPAN7,X,F,Peripheral_blood_mononuclear_cells
TXLNG,X,F,Peripheral_blood_mononuclear_cells
UBA1,X,F,Peripheral_blood_mononuclear_cells
USP9X,X,F,Peripheral_blood_mononuclear_cells
VGLL1,X,F,Peripheral_blood_mononuclear_cells
VSIG4,X,F,Peripheral_blood_mononuclear_cells
WNK3,X,F,Peripheral_blood_mononuclear_cells
XAGE1A,X,F,Peripheral_blood_mononuclear_cells
XAGE1B,X,F,Peripheral_blood_mononuclear_cells
XAGE1E,X,F,Peripheral_blood_mononuclear_cells
XG,X,F,Peripheral_blood_mononuclear_cells
XKRX,X,F,Peripheral_blood_mononuclear_cells
ZCCHC16,X,F,Peripheral_blood_mononuclear_cells
ZDHHC15,X,F,Peripheral_blood_mononuclear_cells
ZFX,X,F,Peripheral_blood_mononuclear_cells
ZNF711,X,F,Peripheral_blood_mononuclear_cells
ZRSR2,X,F,Peripheral_blood_mononuclear_cells
AJAP1,1,M,Peripheral_blood_mononuclear_cells
AK2,1,M,Peripheral_blood_mononuclear_cells
ALG14,1,M,Peripheral_blood_mononuclear_cells
ANP32E,1,M,Peripheral_blood_mononuclear_cells
ARL8A,1,M,Peripheral_blood_mononuclear_cells
BTG2,1,M,Peripheral_blood_mononuclear_cells
C1orf101,1,M,Peripheral_blood_mononuclear_cells
C1orf174,1,M,Peripheral_blood_mononuclear_cells
C1orf228,1,M,Peripheral_blood_mononuclear_cells
CAPN2,1,M,Peripheral_blood_mononuclear_cells
CERS2,1,M,Peripheral_blood_mononuclear_cells
CSF1,1,M,Peripheral_blood_mononuclear_cells
CYB561D1,1,M,Peripheral_blood_mononuclear_cells
CYB5RL,1,M,Peripheral_blood_mononuclear_cells
DENND1B,1,M,Peripheral_blood_mononuclear_cells
DOCK7,1,M,Peripheral_blood_mononuclear_cells
EFNA1,1,M,Peripheral_blood_mononuclear_cells
